SampleID,Transect,Site,extracted,ExposureLength,TrapID,P_summary,Host,Parasitoid,Core,ReplacemeSequencet,BothAvailable
555,Kirrama,K390,yes,20,B14,y,pallidifrons,"HYM_our124,Figitidae,Leptopilina,Leptopilina",NA,Sequence,yes
556,Kirrama,K390,NA,20,B14,NA,NA,NA,NA,Extra,NA
13148,Kirrama,K070,yes,10.1,B15,NA,NA,NA,yes,Sequence,NA
558,Kirrama,K390,yes,20,B14,NA,NA,NA,NA,Sequence,NA
559,Kirrama,K390,yes,20,B14,NA,NA,NA,NA,Screen,NA
560,Kirrama,K390,yes,20,B14,NA,NA,NA,NA,Sequence,NA
561,Kirrama,K390,NA,20,B14,NA,NA,NA,NA,Extra,NA
562,Kirrama,K390,yes,20,B8,NA,NA,NA,NA,Sequence,NA
563,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Screen,NA
564,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
565,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
566,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
567,Kirrama,K390,NA,20,B8,NA,NA,NA,NA,Extra,NA
1867,Kirrama,K730,yes,10.1,B13,NA,NA,NA,yes,Extra,NA
1870,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
570,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
571,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
572,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
573,Kirrama,K390,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
4474,Kirrama,K730,yes,10.1,B13,NA,pallidifrons,NA,yes,Extra,NA
575,Kirrama,K390,NA,10.2,B13,NA,NA,NA,NA,Sequence,NA
576,Kirrama,K390,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
577,Kirrama,K390,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
578,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
579,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
580,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Sequence,NA
581,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
582,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
583,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
584,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
585,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
586,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
587,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
588,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
589,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
590,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
591,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
592,Kirrama,K310,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
593,Kirrama,K310,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
594,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
595,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
596,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
597,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
598,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
599,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
600,Kirrama,K310,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
601,Kirrama,K310,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
602,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Sequence,NA
603,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
604,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
605,Kirrama,K310,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
606,Kirrama,K310,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
607,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
608,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
609,Kirrama,K310,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
610,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
611,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
612,Kirrama,K310,yes,20,B6,y,NA,NA,NA,Screen,NA
613,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
614,Kirrama,K310,yes,20,B6,NA,NA,NA,NA,Sequence,NA
615,Kirrama,K310,yes,20,B6,NA,NA,NA,NA,Screen,NA
616,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
617,Kirrama,K310,NA,20,B6,NA,NA,NA,NA,Extra,NA
618,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
619,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
620,Kirrama,K310,yes,10.2,B3,y,NA,NA,NA,Sequence,NA
621,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
622,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
623,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
624,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
625,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
626,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
627,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
628,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
629,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
630,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
631,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
632,Kirrama,K310,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
633,Kirrama,K310,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
634,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
635,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
636,Kirrama,K310,yes,20,B8,y,NA,NA,NA,Sequence,NA
637,Kirrama,K310,yes,20,B8,y,NA,NA,NA,Screen,NA
638,Kirrama,K310,yes,20,B8,NA,NA,NA,NA,Sequence,NA
639,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
640,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
641,Kirrama,K310,NA,20,B8,NA,NA,NA,NA,Extra,NA
642,Kirrama,K310,yes,10.2,B12,NA,NA,NA,NA,Screen,NA
643,Kirrama,K310,NA,10.2,B12,NA,NA,NA,NA,Extra,NA
644,Kirrama,K310,NA,10.2,B12,NA,NA,NA,NA,Extra,NA
645,Kirrama,K310,NA,10.2,B12,NA,NA,NA,NA,Extra,NA
646,Kirrama,K310,NA,10.2,B12,NA,NA,NA,NA,Sequence,NA
647,Kirrama,K310,yes,10.2,B12,NA,NA,NA,NA,Screen,NA
648,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Screen,NA
649,Kirrama,K310,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
650,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
651,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
652,Kirrama,K310,yes,20,B4,NA,NA,NA,NA,Sequence,NA
653,Kirrama,K310,yes,20,B4,NA,NA,NA,NA,Screen,NA
654,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
655,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
656,Kirrama,K310,yes,20,B4,NA,NA,NA,NA,Sequence,NA
657,Kirrama,K310,NA,20,B4,NA,NA,NA,NA,Extra,NA
658,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
659,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
660,Kirrama,K230,yes,10.2,B13,y,NA,NA,NA,Screen,NA
661,Kirrama,K230,yes,10.2,B13,y,NA,NA,NA,Sequence,NA
662,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
663,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
664,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
665,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
666,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
667,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
668,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
669,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
670,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
671,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
672,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
673,Kirrama,K230,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
674,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Extra,NA
675,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Extra,NA
676,Kirrama,K230,yes,20,B12,NA,NA,NA,NA,Screen,NA
677,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Extra,NA
678,Kirrama,K230,yes,20,B12,y,NA,NA,NA,Sequence,NA
679,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Extra,NA
680,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Screen,NA
681,Kirrama,K230,NA,20,B12,NA,NA,NA,NA,Extra,NA
682,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
683,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
684,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
685,Kirrama,K230,yes,20,B16,NA,NA,NA,NA,Sequence,NA
686,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
687,Kirrama,K230,yes,20,B16,NA,NA,NA,NA,Sequence,NA
688,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
689,Kirrama,K230,NA,20,B16,NA,NA,NA,NA,Extra,NA
690,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
691,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
692,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
693,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
694,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
695,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
696,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
697,Kirrama,K230,NA,20,B2,NA,NA,NA,NA,Extra,NA
698,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
699,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
700,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
701,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
702,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
703,Kirrama,K230,yes,10.2,B15,y,NA,NA,NA,Sequence,NA
704,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
705,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
706,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
707,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
708,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
709,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
710,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
711,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
712,Kirrama,K230,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
713,Kirrama,K230,yes,10.2,B15,y,NA,NA,NA,Sequence,NA
714,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
715,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
716,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
717,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
718,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
719,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Screen,NA
720,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
721,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
722,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
723,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
724,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
725,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
726,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
727,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
728,Kirrama,K230,NA,10.2,B9,NA,NA,NA,NA,Extra,NA
729,Kirrama,K230,yes,10.2,B9,NA,NA,NA,NA,Sequence,NA
730,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
731,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
732,Kirrama,K230,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
733,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
734,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
735,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
736,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
737,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
738,Kirrama,K230,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
739,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
740,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
741,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
742,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
743,Kirrama,K230,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
744,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
745,Kirrama,K230,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
746,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
747,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
748,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
749,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
750,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
751,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
752,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
753,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
754,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
755,Kirrama,K230,yes,10.2,B1,y,NA,NA,NA,Screen,NA
756,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
757,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
758,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
759,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
760,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
761,Kirrama,K230,NA,10.2,B1,NA,NA,NA,NA,Extra,NA
762,Kirrama,K150,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
763,Kirrama,K150,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
764,Kirrama,K150,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
765,Kirrama,K150,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
766,Kirrama,K150,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
767,Kirrama,K150,yes,10.2,B7,y,NA,NA,NA,Sequence,NA
768,Kirrama,K150,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
769,Kirrama,K150,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
770,Kirrama,K150,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
771,Kirrama,K150,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
772,Kirrama,K150,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
773,Kirrama,K150,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
774,Kirrama,K150,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
775,Kirrama,K150,yes,10.2,B15,NA,NA,NA,NA,Screen,NA
776,Kirrama,K150,yes,10.2,B15,NA,NA,NA,NA,Sequence,NA
777,Kirrama,K150,NA,10.2,B15,NA,NA,NA,NA,Extra,NA
778,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Screen,NA
779,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
780,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
781,Kirrama,K150,yes,10.2,B5,NA,NA,NA,NA,Screen,NA
782,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
783,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
784,Kirrama,K150,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
785,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
786,Kirrama,K150,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
787,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
788,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
789,Kirrama,K150,yes,10.2,B5,y,NA,NA,NA,Screen,NA
790,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
791,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
792,Kirrama,K150,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
793,Kirrama,K150,NA,10.2,B5,NA,NA,NA,NA,Extra,NA
794,Kirrama,K150,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
795,Kirrama,K150,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
796,Kirrama,K150,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
797,Kirrama,K150,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
798,Kirrama,K150,NA,10.2,B11,NA,NA,NA,NA,Sequence,NA
799,Kirrama,K150,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
800,Kirrama,K150,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
801,Kirrama,K150,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
802,Kirrama,K150,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
803,Kirrama,K150,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
804,Kirrama,K150,NA,10.2,B13,NA,NA,NA,NA,Extra,NA
805,Kirrama,K150,yes,10.2,B13,y,NA,NA,NA,Screen,NA
806,Kirrama,K150,yes,10.2,B13,NA,NA,NA,NA,Sequence,NA
807,Kirrama,K150,yes,10.2,B13,y,NA,NA,NA,Sequence,NA
808,Kirrama,K150,yes,10.2,B13,y,NA,NA,NA,Sequence,NA
809,Kirrama,K150,yes,10.2,B13,NA,NA,NA,NA,Screen,NA
810,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Extra,NA
811,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Sequence,NA
812,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Extra,NA
813,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Extra,NA
814,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Sequence,NA
815,Kirrama,K150,yes,20,B14,NA,NA,NA,NA,Sequence,NA
816,Kirrama,K150,NA,20,B14,NA,NA,NA,NA,Extra,NA
817,Kirrama,K150,yes,20,B14,NA,NA,NA,NA,Sequence,NA
4477,Kirrama,K730,yes,10.1,B13,NA,NA,NA,yes,Extra,NA
819,Kirrama,K070,NA,10.2,B7,NA,NA,NA,NA,Extra,NA
4480,Kirrama,K730,yes,10.1,B13,NA,pallidifrons,NA,yes,Extra,NA
7083,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
7085,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
823,Kirrama,K070,yes,10.2,B7,NA,NA,NA,NA,Screen,NA
824,Kirrama,K070,yes,10.2,B7,NA,NA,NA,NA,Sequence,NA
9696,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
826,Kirrama,K150,yes,20,B12,NA,NA,NA,NA,Sequence,NA
827,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
828,Kirrama,K150,yes,20,B12,NA,NA,NA,NA,Sequence,NA
829,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
830,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
831,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
832,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
833,Kirrama,K150,NA,20,B12,NA,NA,NA,NA,Extra,NA
834,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
835,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Sequence,NA
836,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
837,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
838,Kirrama,K150,yes,20,B4,NA,NA,NA,NA,Screen,NA
839,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
840,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
841,Kirrama,K150,NA,20,B4,NA,NA,NA,NA,Extra,NA
842,Kirrama,K070,yes,10.2,B5,NA,NA,NA,NA,Screen,NA
843,Kirrama,K070,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
844,Kirrama,K070,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
845,Kirrama,K070,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
12301,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
106,Kirrama,K070,yes,10.1,B15,NA,NA,NA,yes,Extra,NA
12303,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
849,Kirrama,K070,yes,10.2,B5,NA,NA,NA,NA,Sequence,NA
850,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Sequence,NA
851,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Screen,NA
852,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Screen,NA
853,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Screen,NA
854,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Extra,NA
855,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Extra,NA
856,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Extra,NA
857,Kirrama,K070,yes,20,B12,NA,NA,NA,NA,Screen,NA
858,Kirrama,K070,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
859,Kirrama,K070,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
14909,Kirrama,K730,yes,10.1,B13,NA,pallidifrons,NA,yes,Extra,NA
17517,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
862,Kirrama,K070,NA,10.2,B11,NA,NA,NA,NA,Extra,NA
863,Kirrama,K070,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
864,Kirrama,K070,yes,10.2,B11,NA,NA,NA,NA,Screen,NA
865,Kirrama,K070,yes,10.2,B11,NA,NA,NA,NA,Sequence,NA
866,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Sequence,NA
867,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
868,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
869,Paluma,P070,yes,10.1,B11,y,pseudoananassae,NA,NA,Screen,NA
870,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
871,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Screen,NA
872,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
873,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Screen,NA
874,Paluma,P070,yes,10.1,B11,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
875,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Sequence,NA
876,Paluma,P070,yes,10.1,B11,y,bipectinata,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Screen,yes
877,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Screen,NA
878,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Sequence,NA
879,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
880,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Extra,NA
881,Paluma,P070,yes,10.1,B11,NA,NA,NA,NA,Sequence,NA
882,Paluma,P070,yes,10.1,B15,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
883,Paluma,P070,NA,10.1,B15,NA,NA,NA,NA,Screen,NA
884,Paluma,P070,yes,10.1,B15,NA,NA,NA,NA,Sequence,NA
885,Paluma,P070,yes,10.1,B15,NA,NA,NA,NA,Sequence,NA
886,Paluma,P070,yes,10.1,B15,y,pseudoananassae,"HYM_our059,Figitidae,Leptopilina,(asiansp),L90",NA,Sequence,yes
887,Paluma,P070,yes,10.1,B15,NA,NA,NA,NA,Sequence,NA
20128,Kirrama,K730,yes,10.1,B13,NA,rubida,NA,yes,Extra,NA
25349,Kirrama,K730,yes,10.1,B17,NA,pallidifrons,NA,yes,Extra,NA
1026,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1027,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1028,Paluma,P780,yes,10.2,B3,NA,NA,NA,NA,Screen,NA
1029,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1030,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1031,Paluma,P780,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
1032,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1033,Paluma,P780,yes,10.2,B3,y,NA,NA,NA,Screen,NA
1034,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
1035,Paluma,P780,yes,10.2,B3,NA,NA,NA,NA,Sequence,NA
1036,Paluma,P780,yes,10.2,B3,y,NA,NA,NA,Screen,NA
1037,Paluma,P780,NA,10.2,B3,NA,NA,NA,NA,Extra,NA
